Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,Link
IRMD,iRadimed Corporation,16.2,$178.76M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvCmcbQ4aGMWk7Wd19sKe6_f0TahebB6oaco20hKumwM3vr2fSCX8jtztm
IRIX,IRIDEX Corporation,10.35,$104.04M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR9zWR4zyx1Bn9Jyy4VbNOzfV8m9UHTTX_3JDvovJDx06b2WJMrq-hg4Uc
IRDM,Iridium Communications Inc,8.16,$776.26M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR6czTPWAdTOl2KWsR1y18cvYktgxo1t4q3wb-YgmM1XujAR_5z83MTGA
IRDMB,Iridium Communications Inc,301.11,$150.56M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR6czTPWAdTOl2KWsR1y18cvYktgxo1t4q3wb-YgmM1XujAR_5z83MTGA
IRBT,iRobot Corporation,35.41,$1.03B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRtqRil6BkppfGb4AvugnXpkSQVhsm2-x_8W4nBlYQ0vSBU_l8Uyx17kw
IRWD,"Ironwood Pharmaceuticals, Inc.",10.84,$1.55B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQyfxDNeG-wOY4ll9ocv0SxOcByA03GHdzbiNOGuZpPke_NsMud_I3m_g
IRCP,IRSA Propiedades Comerciales S.A.,38.3001,$1.21B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSgZZsmPCdNHDotJagz3vGyhwy7dpWLTGuWOMIZOSKVx_92FG6w5IK08A
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.69,$73.5M,n/a,Others,n/a,http://www.nasdaq.com/symbol/slqd,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQSim4FwBjxM15TMzam32P-ahw4OLkCtLLRUug3TmLhFzZGjTAVBCpVQuVR
TLT,iShares 20+ Year Treasury Bond ETF,128.36,$5.16B,n/a,Others,n/a,http://www.nasdaq.com/symbol/tlt,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYU8GE9Q3tuqTede6HeW5jNnEJT8pz0LjrLVDrHtWKQdVbVoU1bul54eQ
AIA,iShares Asia 50 ETF,43.9095,$368.84M,n/a,Others,n/a,http://www.nasdaq.com/symbol/aia,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ7cV04f5UkW7w6XemSIk3_tZC69b71D6oAM0mDyXgAjxgw96rp208tddY
COMT,iShares Commodities Select Strategy ETF,31.08,$248.64M,n/a,Others,n/a,http://www.nasdaq.com/symbol/comt,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCkz0h0juVKENlVNmBq-yyrFKDBH5hxNvVJdaeOApL3O7Rw8IqG-OLfw
IXUS,iShares Core MSCI Total International Stock ETF,51.14,$1.69B,n/a,Others,n/a,http://www.nasdaq.com/symbol/ixus,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSRPST1j1_2em0SBoMNwjccp6XCQ3M7pFtDfLTSjECW4HYrF3_xnMyf1zw
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,36.8285,$58.93M,n/a,Others,n/a,http://www.nasdaq.com/symbol/ifeu,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoZu_sk76aGqOA2cybrmuMdLYAURed_vkGw6Nc_jYClJKRLDSQ3ukoyoM
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.68,$940.86M,n/a,Others,n/a,http://www.nasdaq.com/symbol/ifgl,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHSbySsHgJ3-aWqzJ_g_rxahwJ6J_xTHMQhTE1IabcIm3UkZAAQMLeJQ
IGF,iShares Global Infrastructure ETF,39.33,$1.16B,n/a,Others,n/a,http://www.nasdaq.com/symbol/igf,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcToWYsQM8j11qFevdibQJAswd4gn_Dl30BDcQnk0-pfILlH2yILnpBFIxY
GNMA,iShares GNMA Bond ETF,50.51,$60.61M,n/a,Others,n/a,http://www.nasdaq.com/symbol/gnma,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ11H0nuaCU-c-a_HWaDRoG-CgpnInmUxRFBr1RwX9c9d-GTj53PvdVzw
JKI,iShares Morningstar Mid-Cap ETF,125.4201,$213.21M,n/a,Others,n/a,http://www.nasdaq.com/symbol/jki,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTnpbaEPt-NvE-E8ygsbtrLoT1vibyaHpqD9di5PpAQYRnmARQMOskIh2A
ACWX,iShares MSCI ACWI ex US Index Fund,40.93,$1.83B,n/a,Others,n/a,http://www.nasdaq.com/symbol/acwx,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTxd4ty3REoMJJ05SfMw-ISD_G3d58Jqq-RBpzsV-9IjR7f8jaAsW0dZ_0
ACWI,iShares MSCI ACWI Index Fund,57.51,$6.25B,n/a,Others,n/a,http://www.nasdaq.com/symbol/acwi,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTd8-zx9PBe4vOD090KjDEzQfBxj91wrn7fRW1VwOga_le0AjXjyUbRbg
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,54.95,$3.1B,n/a,Others,n/a,http://www.nasdaq.com/symbol/aaxj,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTOFUIWIsX8CCnttyfWSyoCc0vgkqPlmsvTihi4Gr9nXxhh5uFKeOsunjQ
EWZS,iShares MSCI Brazil Small-Cap ETF,8.75,$28M,n/a,Others,n/a,http://www.nasdaq.com/symbol/ewzs,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTNrC4CqrOx-Qd6QCWCWST_MQyadED7eNS5vRWcM2otcKztrcWQDnnncQ
MCHI,iShares MSCI China ETF,43.28,$1.7B,n/a,Others,n/a,http://www.nasdaq.com/symbol/mchi,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSRPST1j1_2em0SBoMNwjccp6XCQ3M7pFtDfLTSjECW4HYrF3_xnMyf1zw
SCZ,iShares MSCI EAFE Small-Cap ETF,50.69,$5.11B,n/a,Others,n/a,http://www.nasdaq.com/symbol/scz,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSRPST1j1_2em0SBoMNwjccp6XCQ3M7pFtDfLTSjECW4HYrF3_xnMyf1zw
EEMA,iShares MSCI Emerging Markets Asia Index Fund,51.9,$142.73M,n/a,Others,n/a,http://www.nasdaq.com/symbol/eema,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSvcJ-YBpKEEIH5-H2XHu1KYMxFtbn3qn-39hTw4nRwUaHi2jeH7C0d6DM
EEML,iShares MSCI Emerging Markets Latin America Index Fund,30.03,$9.01M,n/a,Others,n/a,http://www.nasdaq.com/symbol/eeml,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSRPST1j1_2em0SBoMNwjccp6XCQ3M7pFtDfLTSjECW4HYrF3_xnMyf1zw
EUFN,iShares MSCI Europe Financials Sector Index Fund,19.01,$367.84M,n/a,Others,n/a,http://www.nasdaq.com/symbol/eufn,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTO7a0NLtL2eb5kK7AgZHTDdjNOBvrxm79B7nR1H7tVakxJbuyoYWfoNJM
IEUS,iShares MSCI Europe Small-Cap ETF,45.5068,$52.33M,n/a,Others,n/a,http://www.nasdaq.com/symbol/ieus,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTAKNeRW2RWBAZwWoBWAxbXRjlir3B1GT5yMLdwJcuYDWFQtjKLnHuD9Uw
ENZL,iShares MSCI New Zealand Capped ETF,41.48,$138.96M,n/a,Others,n/a,http://www.nasdaq.com/symbol/enzl,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHWUPoZkc0xm-1hcbQPeq2aYDThj2ZbMMc3EcX4V1APi2YFLZu3w2mFg
QAT,iShares MSCI Qatar Capped ETF,19.84,$43.65M,n/a,Others,n/a,http://www.nasdaq.com/symbol/qat,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR-JifUONKeFF8y4Xw2Tb_uZQsAykpr0ilVcMqiENlD8Mm_teTfs5rj67s
UAE,iShares MSCI UAE Capped ETF,17.68,$29.17M,n/a,Others,n/a,http://www.nasdaq.com/symbol/uae,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQBBsyRKY-R01315w_Toi8zgTWpy77eTw4RlKRqZpPTmxxArZ692XxogM6iUg
IBB,iShares Nasdaq Biotechnology Index Fund,288.34,$7.19B,n/a,Others,n/a,http://www.nasdaq.com/symbol/ibb,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe6n9GMLPWa2Qqm8o_ybM4uN58_7YhjLIuCcDuFZiHdy-0G8_fxkMmDw
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,90.57,$412.09M,n/a,Others,n/a,http://www.nasdaq.com/symbol/soxx,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-z22YElUXIIcjUDCdttSXymfFJ5SyVH5_Ghu2nv9J37KYUGVzmUkGQUM
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,29.9207,$58.35M,n/a,Others,n/a,http://www.nasdaq.com/symbol/emif,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQX1a2iE3351V-4P8nWTKSlMAqFcouj_qRDX6ocAWWszaw2LGpOQ5JZD0c
ICLN,iShares S&P Global Clean Energy Index Fund,9.3142,$71.72M,n/a,Others,n/a,http://www.nasdaq.com/symbol/icln,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQX1a2iE3351V-4P8nWTKSlMAqFcouj_qRDX6ocAWWszaw2LGpOQ5JZD0c
WOOD,iShares S&P Global Timber & Forestry Index Fund,47.28,$255.31M,n/a,Others,n/a,http://www.nasdaq.com/symbol/wood,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQX1a2iE3351V-4P8nWTKSlMAqFcouj_qRDX6ocAWWszaw2LGpOQ5JZD0c
INDY,iShares S&P India Nifty 50 Index Fund,27.16,$860.97M,n/a,Others,n/a,http://www.nasdaq.com/symbol/indy,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQX1a2iE3351V-4P8nWTKSlMAqFcouj_qRDX6ocAWWszaw2LGpOQ5JZD0c
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,81.5899,$150.94M,n/a,Others,n/a,http://www.nasdaq.com/symbol/ishg,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQX1a2iE3351V-4P8nWTKSlMAqFcouj_qRDX6ocAWWszaw2LGpOQ5JZD0c
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,96.47,$448.59M,n/a,Others,n/a,http://www.nasdaq.com/symbol/igov,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQX1a2iE3351V-4P8nWTKSlMAqFcouj_qRDX6ocAWWszaw2LGpOQ5JZD0c
MPCT,iShares Sustainable MSCI Global Impact ETF,48.4,n/a,n/a,Others,n/a,http://www.nasdaq.com/symbol/mpct,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
ISLE,"Isle of Capri Casinos, Inc.",14.97,$609.93M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ3k9cW-iSda8VSJOPZLgdUCf9XakhC5yPsmvy7pLeaDgP7ROx4H8_1kA
ISRL,"Isramco, Inc.",96,$260.9M,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRNcWFbfCaMyJ-x7qF0FXLro83LLZgJejJ2aNj1Yzv5i--MibQY5VnKw8U
ITI,"Iteris, Inc.",2.38,$76.25M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSDaDYm_0KIzEf0AQqOPJ6uLeu9sjmiaQdVxDWa3DCXQGgdDgYEPP6ySA
ITRI,"Itron, Inc.",41.55,$1.57B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTcMCYKBbp_4ie6m2QfYQRrUBKJnb2_KyruWfgjzI4TxVkkf7ytZY0kzlo6
ITRN,Ituran Location and Control Ltd.,21.2099,$497.91M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTpWRkkFg6ti0LfoVN9s33f6tgWI0VQOF37yhEjGIr6H68nqaSBZmVz_w
ITUS,ITUS Corporation,2.9,$25.32M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSNRSsGuCwX0Ip-llcrhDB3MIxnqnEqDqiYNTq_Am-T8plqJgoqyBQmM-4
XXIA,Ixia,10.34,$838.52M,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjoT_PxnAlZSMbtEYcxkdNSbqXoOe6nd3bFWbekiNQ42YR4ZICDmGHQow
IXYS,IXYS Corporation,11.4,$359.58M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRlMEvCSZUf0xBTkpnd5yjsP-cY-dm5jExNo05lbGRYUpG34QdolOFXSQw
IZEA,IZEA Inc.,7.13,$38.07M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPZuWrG72qpYGP_f040heKiGBDDTJ907kqiQvNR2U2a1_INs7RRbGb4Q
JJSF,J & J Snack Foods Corp.,101.19,$1.89B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpqeCKiRVArDuQOzrYqW-X5M7heaEolGFiTm885UaYcGbjsEGFUXVsXw
MAYS,"J. W. Mays, Inc.",52,$104.82M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTjLO1-GYNxG3MId01eshvLmEukIRqn6t9oNXYnuCDmsrlLkjDai9gFNiU
JBHT,"J.B. Hunt Transport Services, Inc.",86.01,$9.7B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRX2Sssuo4-HLeZp7DTtgQo6LjchS8waDyc08qNw0ZG334HHZh1alyL6Ew
JCOM,"j2 Global, Inc.",64.02,$3.12B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpSlNZYfSad6RzuwmdfbhJDytEyAXQLqCne4cZI_ZD8oatzMvLIpBp5G8
JASO,"JA Solar Holdings, Co., Ltd.",8.81,$444.56M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSluvehGYmBvbnrTP-kK3KOAnd9n6NJ7sWIA5VJQ6LKFWlmLbWQ9Unvg
JKHY,"Jack Henry & Associates, Inc.",81.88,$6.46B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRth0YQAj9IOCyTwphTPre5aJGzgXL7d7g-jA9CRfUUQxr8tNUEX8d7o2A
JACK,Jack In The Box Inc.,67.51,$2.34B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRy0omLAv-QFPmeHTDDDeMkCz0AZKb8h1CuI-9OUL-wBDmH6pbVSyNnl0rNLw
JXSB,Jacksonville Bancorp Inc.,26.15,$46.86M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTx7qvZTpf6-jdFjaXw3L4g2nwdhXzbXxYF9QWpC-1V536TqeuqKL7DlgI
JAGX,"Jaguar Animal Health, Inc.",1.46,$14.81M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRbeCEzjHs8DxgSBdX_oNb7pf-gTipV8wibSf-GkMOVLibA2Ch26VG5xw
JAKK,"JAKKS Pacific, Inc.",7.43,$151.13M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSv822dDISwyIfE0tTeRYeRiL3K5fb8yqCpIqz_gB_stXiaBHumNHDAtYU
JMBA,"Jamba, Inc.",13.19,$199.02M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRlMJEWqJllO1-z6mQA7gAlZaDKPldKTid1yykOY5vqawAo9UhSR-nPiYs
JRVR,"James River Group Holdings, Ltd.",29.95,$866.8M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS6qZRQwWPeezrD-97pjdU6QQi7tlTVOHLnjbzbDbbbJQ9OdZ_7h_wGDDU
JSML,Janus Small Cap Growth Alpha ETF,27.183,n/a,n/a,Others,n/a,http://www.nasdaq.com/symbol/jsml,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSDKf1ssPO6CIVjQRZZsGrusK73k5XGYVQJVhIKKzLAcBwfNHWCTGXA9GDb
JSMD,Janus Small/Mid Cap Growth Alpha ETF,27.95,n/a,n/a,Others,n/a,http://www.nasdaq.com/symbol/jsmd,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR7EMoo7e7hoT2I4Emw3vaubkwbJQMqzDZ3tMucgZAmu4fXw7NrPhgHUg
JASN,"Jason Industries, Inc.",4,$89.24M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQs-cri7D9yILFJULyQmyMyv94kmcaySuqHQf14Iwoa-zfWc8Hf7VNboWON
JASNW,"Jason Industries, Inc.",0.12,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQs-cri7D9yILFJULyQmyMyv94kmcaySuqHQf14Iwoa-zfWc8Hf7VNboWON
JAZZ,Jazz Pharmaceuticals plc,157.16,$9.62B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSxAhXA5dWlX4yJg2U90Z892Tf0-xVGBXUNYve-M2T-h1ksVTsvEK57fQ
JD,"JD.com, Inc.",28.3,$39.53B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRj2VNotBIXvaAY7mjDFyIqTrgsTqSZztm1TbT9M8P-EbYeufsW7ObeDA
JSYNU,Jensyn Acquistion Corp.,10.05,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu,,N
JBLU,JetBlue Airways Corporation,20.44,$6.56B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRsV7oqCLpks0YWBcR1gDWQJJJgJ_GQ6Qakd-aEDPEpyqYVLjj8I9uyWCvF
JTPY,JetPay Corporation,2.59,$37.32M,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ_BzWfb-SuKvK-3QZoFw0TelzE99tfRi7h8oOPVgu5rLBPvZGFLM_CRIQ
JCTCF,Jewett-Cameron Trading Company,10.6008,$26.26M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTeD7UUTEadcEftX5xOR_tpfi_MIHSGWrZlWP7ZENjUQEH3zN0IeJ9uamY
DATE,Jiayuan.com International Ltd.,7.49,$249.32M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/date,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCN6JTQcSJoc-P0YVVkSo7Qr9wQA7C0DjXBJaL2TlZVXD1gwil-f5g6H8
JIVE,"Jive Software, Inc.",4.1,$313.77M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTAzskncHNRoexeXAXQt5bBnenw06BVcROfX8tcTYfDd6JZ4s5Jkcc5m4Ye
WYIG,JM Global Holding Company,9.55,$62.67M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTLYI5-mZrbesE-feAVqNgrTmoOfCGoaTcly_uUIFpt6bsVEZcf3Igk9HYo
WYIGU,JM Global Holding Company,9.85,$64.64M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTLYI5-mZrbesE-feAVqNgrTmoOfCGoaTcly_uUIFpt6bsVEZcf3Igk9HYo
WYIGW,JM Global Holding Company,0.2,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTLYI5-mZrbesE-feAVqNgrTmoOfCGoaTcly_uUIFpt6bsVEZcf3Igk9HYo
JBSS,"John B. Sanfilippo & Son, Inc.",60.07,$672.3M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQMzMQdxirP80bCgYgef0ZGhuKdLOtQGIxlIYZSQcbxZd_vPyd2krZNb_k
JOUT,Johnson Outdoors Inc.,21.75,$217.89M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTlg3LaoXkOctE2LiXVfP5BCR5LPkRlZX7PM87BKIkdY-mrzL2PVAwlPw
JNP,"Juniper Pharmaceuticals, Inc.",6.8,$73.45M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTs3ZJt-HvKdzx7vpDV7CDdrqfgMdYWHSrfCxDjHG33kQ3nY6ObKW6TLY
JUNO,"Juno Therapeutics, Inc.",44.48,$4.63B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQHgrOURpqkQuOfxQ8ED0DnD-26KQd_Nr_5JHhKnRNgr5s5b17lEuHfcA
KTWO,"K2M Group Holdings, Inc.",16.24,$671.32M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSf78OXB68rJrWIxy4WXAvIzydLsRr4r2dJm9qeAMz2OSMoRa3BIdRseA
KALU,Kaiser Aluminum Corporation,87.96,$1.58B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTav7df9sM6-fj-23gpeulpsyMGGghVyyAjtL-5kI3yhefpUwdQFYnpHg
KMDA,Kamada Ltd.,4.06,$147.86M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXBWCGIX1Jh6mhXrkVHt3b5au8B0RMwtmOO-5Y-nYyrNrQOolB1euLYw
KNDI,"Kandi Technologies Group, Inc.",7.67,$360.64M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSaV2Z66izPu938cd-D3fssgdVxeR6ZUggEGqdDMY3wnNuXcuij5z6JLcU
KPTI,Karyopharm Therapeutics Inc.,10.25,$367.78M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSuN1Bol7uC2w7vQ94Y0kspE6V2v1_ewlkjpwWGvA5xYG5ouUkd-KUIyGY
KBSF,KBS Fashion Group Limited,0.4083,$10.38M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT0M5fjSTewoc1gkZEu8346SDUuBkmBAMvwzkgVYgPpT0PXsbKs2JMJqq0
KCAP,"KCAP Financial, Inc.",3.51,$130.33M,2006,Others,n/a,http://www.nasdaq.com/symbol/kcap,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSyR7E886fxbOtkXCfQnYh42eq54E4zOdcFmiBMUTLQqtUDgUYxAJp52CA
KRNY,Kearny Financial,12.79,$1.2B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSwR4_D7xwSt1zZKdQYZ_1c7JGkUYQScCmA4VpiUS4EpP0LdyQeRYKjzQ
KELYA,"Kelly Services, Inc.",19.03,$722.97M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT0m-g2NqEtANViK6iTNxp1oueVvS-tdeE7266c1R7fmrnB5FCgjbU-NR1s
KELYB,"Kelly Services, Inc.",18.56,$705.11M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb,,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcT0m-g2NqEtANViK6iTNxp1oueVvS-tdeE7266c1R7fmrnB5FCgjbU-NR1s
